prediction_week,scenario,FORECAST_POINT,START_OF_WEEK,FORECAST_DISTANCE,SKILL_OFFERED_SUM (actual)_PREDICTION,EXPLANATION_1_FEATURE_NAME,EXPLANATION_1_STRENGTH,EXPLANATION_1_ACTUAL_VALUE,EXPLANATION_1_QUALITATIVE_STRENGTH,EXPLANATION_2_FEATURE_NAME,EXPLANATION_2_STRENGTH,EXPLANATION_2_ACTUAL_VALUE,EXPLANATION_2_QUALITATIVE_STRENGTH,EXPLANATION_3_FEATURE_NAME,EXPLANATION_3_STRENGTH,EXPLANATION_3_ACTUAL_VALUE,EXPLANATION_3_QUALITATIVE_STRENGTH,EXPLANATION_4_FEATURE_NAME,EXPLANATION_4_STRENGTH,EXPLANATION_4_ACTUAL_VALUE,EXPLANATION_4_QUALITATIVE_STRENGTH,EXPLANATION_5_FEATURE_NAME,EXPLANATION_5_STRENGTH,EXPLANATION_5_ACTUAL_VALUE,EXPLANATION_5_QUALITATIVE_STRENGTH,EXPLANATION_6_FEATURE_NAME,EXPLANATION_6_STRENGTH,EXPLANATION_6_ACTUAL_VALUE,EXPLANATION_6_QUALITATIVE_STRENGTH,EXPLANATION_7_FEATURE_NAME,EXPLANATION_7_STRENGTH,EXPLANATION_7_ACTUAL_VALUE,EXPLANATION_7_QUALITATIVE_STRENGTH,EXPLANATION_8_FEATURE_NAME,EXPLANATION_8_STRENGTH,EXPLANATION_8_ACTUAL_VALUE,EXPLANATION_8_QUALITATIVE_STRENGTH,EXPLANATION_9_FEATURE_NAME,EXPLANATION_9_STRENGTH,EXPLANATION_9_ACTUAL_VALUE,EXPLANATION_9_QUALITATIVE_STRENGTH,EXPLANATION_10_FEATURE_NAME,EXPLANATION_10_STRENGTH,EXPLANATION_10_ACTUAL_VALUE,EXPLANATION_10_QUALITATIVE_STRENGTH,DEPLOYMENT_APPROVAL_STATUS,ASSOCIATION_ID,forecast_step,YEAR,MONTH,DAY_OF_YEAR,WEEK_OF_YEAR,SKILL,SKILL_OFFERED_SUM,ASA,Nieuwjaarsdag,1e Paasdag,2e Paasdag,Koningsdag,Hemelvaartsdag,1e Pinksterdag,2e Pinksterdag,1e Kerstdag,2e Kerstdag,Bevrijdingsdag,Holidays,Voorjaar,Mei,Zomer,Herfst,Kerst,Vacations,Black Friday,Cyber Monday,SpecialDays,NEW CUSTOMER,MIGRATION WITH CPE,MIGRATION WITHOU CPE,CHURN,TECH SWAP,MSTB,ADDON,BASE/STEADY,BASE,MESSAGINGINDICATOR
2025-04-28,actual,2025-04-28T00:00:00Z,2025-05-05,1,38703.140625,SKILL_OFFERED_SUM (acceleration),-1890.121875,34108.0,--,TECH SWAP (actual),1223.670703125,5601.0,++,SKILL_OFFERED_SUM (6 week std),1047.238671875,3004.155455365118,++,ADDON (actual),-956.178125,1390.0,--,SKILL_OFFERED_SUM (5th lag),884.625390625,43090.0,++,NEW CUSTOMER (actual),-843.1359375,6383.0,--,SKILL_OFFERED_SUM (4th lag),-725.224609375,39927.0,--,Holidays (actual),-652.39784375,3.0,--,WEEK_OF_YEAR (6 week mean),649.00390625,15.5,++,SKILL_OFFERED_SUM (2nd lag),636.477734375,35481.0,++,APPROVED,TECH_2025-05-05,1,2025,5,125,19,TECH,,24,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6383,4033,6787,7338,5601,1140,1390,"2878134,143","2910806,143",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-05-12,2,39025.796875,ADDON (actual),-1621.370703125,1446.0,--,ASA (actual),-1367.715234375,29.0,--,SKILL_OFFERED_SUM (acceleration),-1095.929296875,34108.0,--,SKILL_OFFERED_SUM (5th lag),1035.91953125,43090.0,++,SKILL_OFFERED_SUM (4th lag),-941.81328125,39927.0,--,SKILL_OFFERED_SUM (2nd lag),642.07578125,35481.0,++,MIGRATION WITHOU CPE (actual),635.80703125,7609.0,++,NEW CUSTOMER (actual),551.97890625,6821.0,++,START_OF_WEEK (Month) (actual),-515.981640625,5.0,--,MSTB (actual),-502.29765625,1116.0,--,APPROVED,TECH_2025-05-12,2,2025,5,132,20,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6821,6571,7609,6841,3829,1116,1446,"2876242,571","2910475,571",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-05-19,3,47676.9375,MIGRATION WITH CPE (actual),2499.45859375,15197.0,+++,ASA (actual),1590.00625,109.0,++,SKILL_OFFERED_SUM (acceleration),-1431.661328125,34108.0,--,SKILL_OFFERED_SUM (5th lag),1093.551171875,43090.0,++,TECH SWAP (actual),1093.419140625,5877.0,++,SKILL_OFFERED_SUM (4th lag),-909.720703125,39927.0,--,1e Paasdag (6 week fraction equal 1),439.8132277344,0.1666666666666666,+,SKILL_OFFERED_SUM (6 week max),425.52578125,43703.0,+,MIGRATION WITHOU CPE (actual),412.08828125,7733.0,+,NEW CUSTOMER (actual),364.57421875,6722.0,+,APPROVED,TECH_2025-05-19,3,2025,5,139,21,TECH,,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722,15197,7733,6843,5877,1244,1506,2872660,2917782,10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-05-26,4,39344.33203125,SKILL_OFFERED_SUM (acceleration),-2753.352734375,34108.0,---,TECH SWAP (actual),-1381.775,2072.0,--,MIGRATION WITH CPE (actual),1288.8859375,14981.0,++,ASA (actual),-1016.18046875,64.0,--,Holidays (actual),-875.92659375,3.0,--,SKILL_OFFERED_SUM (5th lag),783.825,43090.0,++,2e Paasdag (6 week fraction equal 3),543.4476328125,0.1666666666666666,++,MSTB (actual),-541.2875,1116.0,--,ADDON (actual),-502.34765625,1513.0,-,MIGRATION WITHOU CPE (actual),483.401953125,5823.0,+,APPROVED,TECH_2025-05-26,4,2025,5,146,22,TECH,,64,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7369,14981,5823,8410,2072,1116,1513,"2871743,714","2913027,714",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-06-02,5,42550.3515625,SKILL_OFFERED_SUM (acceleration),-1416.047265625,34108.0,---,SKILL_OFFERED_SUM (6 week std),740.021875,3004.155455365118,++,MIGRATION WITHOU CPE (actual),701.7109375,6305.0,++,SKILL_OFFERED_SUM (4th lag),-670.044921875,39927.0,--,SKILL_OFFERED_SUM (5th lag),635.898828125,43090.0,++,DAY_OF_YEAR (actual),-625.76015625,153.0,--,MIGRATION WITH CPE (actual),551.107421875,6086.0,++,SKILL_OFFERED_SUM (2nd lag),454.996484375,35481.0,++,ADDON (actual),-421.303515625,1885.0,--,NEW CUSTOMER (actual),-367.6765625,8120.0,--,APPROVED,TECH_2025-06-02,5,2025,6,153,23,TECH,,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8120,6086,6305,7085,2476,1257,1885,"2869219,571","2902433,571",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-06-09,6,32907.83203125,TECH SWAP (actual),-3396.308984375,2050.0,--,SKILL_OFFERED_SUM (acceleration),-3131.009375,34108.0,--,Holidays (actual),-2720.2309875,3.0,--,DAY_OF_YEAR (actual),-2207.55859375,160.0,--,NEW CUSTOMER (actual),-1282.721484375,6104.0,--,SKILL_OFFERED_SUM (6 week std),1276.16015625,3004.155455365118,++,CHURN (actual),-1225.382421875,6128.0,--,SKILL_OFFERED_SUM (5th lag),1105.5119140625,43090.0,++,SKILL_OFFERED_SUM (3rd lag),-581.282421875,41819.0,-,MIGRATION WITHOU CPE (actual),548.511328125,5667.0,+,APPROVED,TECH_2025-06-09,6,2025,6,160,24,TECH,,38,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6104,4999,5667,6128,2050,963,1540,"2868616,571","2896067,571",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-06-16,7,39048.9765625,SKILL_OFFERED_SUM (acceleration),-1678.718359375,34108.0,--,DAY_OF_YEAR (actual),-1630.653515625,167.0,--,ASA (actual),-1084.383984375,68.0,--,MIGRATION WITH CPE (actual),-1019.240234375,7354.0,--,SKILL_OFFERED_SUM (5th lag),929.050390625,43090.0,++,ADDON (actual),732.403515625,2376.0,++,SKILL_OFFERED_SUM (4th lag),-687.348828125,39927.0,--,SKILL_OFFERED_SUM (velocity),532.458203125,20126.83333333333,++,SKILL_OFFERED_SUM (3rd lag),-509.811328125,41819.0,--,SKILL_OFFERED_SUM (6 week std),413.73515625,3004.155455365118,+,APPROVED,TECH_2025-06-16,7,2025,6,167,25,TECH,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7280,7354,6784,8341,2609,1055,2376,"2864598,286","2900397,286",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-06-23,8,41468.9375,ADDON (actual),2556.5609375,2623.0,+++,SKILL_OFFERED_SUM (acceleration),-1802.0890625,34108.0,--,DAY_OF_YEAR (actual),-1754.68046875,174.0,--,ASA (actual),-1380.67421875,63.0,--,SKILL_OFFERED_SUM (5th lag),896.3,43090.0,++,SKILL_OFFERED_SUM (4th lag),-815.94140625,39927.0,--,SKILL_OFFERED_SUM (velocity),767.590625,20126.83333333333,++,MSTB (actual),-677.2796875,1106.0,--,SKILL_OFFERED_SUM (3rd lag),-515.279296875,41819.0,-,2e Paasdag (6 week fraction equal 3),460.2881816406,0.1666666666666666,+,APPROVED,TECH_2025-06-23,8,2025,6,174,26,TECH,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7282,10212,6591,7670,2474,1106,2623,"2862827,429","2900785,429",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-06-30,9,45923.44921875,ADDON (actual),3253.9703125,2697.0,+++,SKILL_OFFERED_SUM (acceleration),-1817.5765625,34108.0,--,DAY_OF_YEAR (actual),-1662.74140625,181.0,--,SKILL_OFFERED_SUM (5th lag),1363.641015625,43090.0,++,CHURN (actual),1024.77734375,9710.0,++,ASA (actual),575.5390625,123.0,+,SKILL_OFFERED_SUM (3rd lag),-547.0375,41819.0,-,SKILL_OFFERED_SUM (6 week max),-542.3453125,43703.0,-,SKILL_OFFERED_SUM (6 week median),467.35,41950.5,+,2e Paasdag (6 week fraction equal 3),460.2952605469,0.1666666666666666,+,APPROVED,TECH_2025-06-30,9,2025,6,181,27,TECH,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8955,9075,6654,9710,2829,1157,2697,"2858352,714","2899429,714",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-07-07,10,44203.015625,SKILL_OFFERED_SUM (acceleration),-1627.219140625,34108.0,--,DAY_OF_YEAR (actual),-1608.813671875,188.0,--,TECH SWAP (actual),1250.5015625,8510.0,++,SKILL_OFFERED_SUM (6 week std),1222.9703125,3004.155455365118,++,ASA (actual),1173.006640625,173.0,++,SKILL_OFFERED_SUM (5th lag),882.56640625,43090.0,++,ADDON (actual),820.61328125,2386.0,++,SKILL_OFFERED_SUM (4th lag),-724.565625,39927.0,--,SKILL_OFFERED_SUM (velocity),714.24765625,20126.83333333333,++,NEW CUSTOMER (actual),661.48125,7084.0,++,APPROVED,TECH_2025-07-07,10,2025,7,188,28,TECH,,173,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,7084,3884,6603,7779,8510,1279,2386,"2858274,143","2895799,143",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-07-14,11,40081.3828125,DAY_OF_YEAR (actual),-1832.487109375,195.0,--,MIGRATION WITHOU CPE (actual),-1217.3515625,7992.0,--,SKILL_OFFERED_SUM (6 week std),1177.05703125,3004.155455365118,++,WEEK_OF_YEAR (6 week mean),-948.20234375,15.5,--,TECH SWAP (actual),909.07734375,5212.0,++,SKILL_OFFERED_SUM (4th lag),-892.174609375,39927.0,--,SKILL_OFFERED_SUM (3rd lag),-771.241015625,41819.0,--,SKILL_OFFERED_SUM (5th lag),714.77265625,43090.0,++,MSTB (actual),-602.1171875,1105.0,--,2e Paasdag (6 week fraction equal 3),-471.5613398437,0.1666666666666666,-,APPROVED,TECH_2025-07-14,11,2025,7,195,29,TECH,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,6536,3954,7992,7644,5212,1105,2171,"2856979,857","2891593,857",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-07-21,12,40720.796875,DAY_OF_YEAR (actual),-1840.5640625,202.0,---,SKILL_OFFERED_SUM (6 week std),814.013671875,3004.155455365118,++,ADDON (actual),-756.912109375,2106.0,--,SKILL_OFFERED_SUM (3rd lag),-735.823828125,41819.0,--,SKILL_OFFERED_SUM (acceleration),703.11484375,34108.0,++,SKILL_OFFERED_SUM (4th lag),-682.862109375,39927.0,--,ASA (actual),566.875390625,118.0,++,SKILL_OFFERED_SUM (velocity),563.384375,20126.83333333333,++,SKILL_OFFERED_SUM (5th lag),490.812109375,43090.0,++,2e Paasdag (6 week fraction equal 3),460.2881816406,0.1666666666666666,++,APPROVED,TECH_2025-07-21,12,2025,7,202,30,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,6576,5802,7438,7613,2418,1021,2106,"2854481,857","2887455,857",10
2025-04-28,actual,2025-04-28T00:00:00Z,2025-07-28,13,37003.44921875,DAY_OF_YEAR (actual),-2528.2921875,209.0,---,MSTB (actual),-1800.51015625,958.0,--,WEEK_OF_YEAR (6 week mean),-896.25078125,15.5,--,SKILL_OFFERED_SUM (5th lag),816.976953125,43090.0,++,SKILL_OFFERED_SUM (3rd lag),-767.56015625,41819.0,--,SKILL_OFFERED_SUM (2nd lag),-687.66953125,35481.0,--,TECH SWAP (actual),655.191015625,2216.0,++,SKILL_OFFERED_SUM (acceleration),580.39296875,34108.0,++,SKILL_OFFERED_SUM (6 week std),574.244921875,3004.155455365118,++,NEW CUSTOMER (actual),-564.6453125,8300.0,--,APPROVED,TECH_2025-07-28,13,2025,7,209,31,TECH,,93,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,8300,8199,7788,8629,2216,958,1916,"2851784,857","2889790,857",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-05-12,1,38238.6640625,ASA (actual),-2001.365234375,29.0,---,ADDON (actual),-1716.664453125,1446.0,--,SKILL_OFFERED_SUM (6 week mean),994.455078125,40040.66666666666,++,DAY_OF_YEAR (actual),-842.93359375,132.0,--,SKILL_OFFERED_SUM (5th lag),-807.755078125,39927.0,--,TECH SWAP (actual),-730.951953125,3829.0,--,SKILL_OFFERED_SUM (3rd lag),-682.6828125,35481.0,--,SKILL_OFFERED_SUM (6 week median),-675.846875,40873.0,--,MIGRATION WITH CPE (actual),-626.062890625,6571.0,--,NEW CUSTOMER (actual),597.56328125,6821.0,++,APPROVED,TECH_2025-05-12,1,2025,5,132,20,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6821,6571,7609,6841,3829,1116,1446,"2876242,571","2910475,571",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-05-19,2,48215.296875,ASA (actual),2188.05703125,109.0,+++,MIGRATION WITH CPE (actual),1942.700390625,15197.0,+++,SKILL_OFFERED_SUM (6 week mean),956.358984375,40040.66666666666,++,TECH SWAP (actual),787.727734375,5877.0,++,SKILL_OFFERED_SUM (5th lag),-769.044921875,39927.0,--,WEEK_OF_YEAR (6 week mean),670.284375,16.5,++,NEW CUSTOMER (actual),578.4015625,6722.0,++,SKILL_OFFERED_SUM (naive latest value),-575.98046875,37845.0,--,DAY_OF_YEAR (actual),-544.761328125,139.0,--,CHURN (actual),-470.166796875,6843.0,-,APPROVED,TECH_2025-05-19,2,2025,5,139,21,TECH,,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722,15197,7733,6843,5877,1244,1506,2872660,2917782,10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-05-26,3,39935.125,Holidays (actual),-1406.49826875,3.0,--,SKILL_OFFERED_SUM (6 week mean),1310.983984375,40040.66666666666,++,ASA (actual),-1009.6875,64.0,--,MIGRATION WITH CPE (actual),762.88359375,14981.0,++,DAY_OF_YEAR (actual),-700.68125,146.0,--,SKILL_OFFERED_SUM (5th lag),-663.91328125,39927.0,--,SKILL_OFFERED_SUM (naive latest value),-575.76328125,37845.0,--,SKILL_OFFERED_SUM (6 week median),-415.390234375,40873.0,--,SKILL_OFFERED_SUM (acceleration),382.734375,-34615.0,++,SKILL_OFFERED_SUM (3rd lag),-342.317578125,35481.0,-,APPROVED,TECH_2025-05-26,3,2025,5,146,22,TECH,,64,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7369,14981,5823,8410,2072,1116,1513,"2871743,714","2913027,714",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-06-02,4,42228.984375,DAY_OF_YEAR (actual),-1220.778125,153.0,--,MIGRATION WITH CPE (actual),1128.79375,6086.0,++,SKILL_OFFERED_SUM (6 week mean),972.19375,40040.66666666666,++,ASA (actual),-811.173046875,48.0,--,SKILL_OFFERED_SUM (3rd lag),-782.688671875,35481.0,--,SKILL_OFFERED_SUM (6 week median),-769.925390625,40873.0,--,SKILL_OFFERED_SUM (naive latest value),-620.35625,37845.0,--,SKILL_OFFERED_SUM (6 week std),525.91953125,2906.970152352216,++,NEW CUSTOMER (actual),-463.079296875,8120.0,--,SKILL_OFFERED_SUM (5th lag),-428.99296875,39927.0,--,APPROVED,TECH_2025-06-02,4,2025,6,153,23,TECH,,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8120,6086,6305,7085,2476,1257,1885,"2869219,571","2902433,571",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-06-09,5,34228.6015625,Holidays (actual),-3250.788425,3.0,---,TECH SWAP (actual),-2148.33828125,2050.0,--,DAY_OF_YEAR (actual),-2065.862109375,160.0,--,CHURN (actual),-1556.2515625,6128.0,--,NEW CUSTOMER (actual),-1099.83359375,6104.0,--,SKILL_OFFERED_SUM (6 week std),1091.2984375,2906.970152352216,++,SKILL_OFFERED_SUM (6 week mean),991.1734375,40040.66666666666,++,2e Paasdag (6 week fraction equal 3),-926.3031984375,0.1666666666666666,--,SKILL_OFFERED_SUM (5th lag),-914.033984375,39927.0,--,SKILL_OFFERED_SUM (6 week median),-744.268359375,40873.0,--,APPROVED,TECH_2025-06-09,5,2025,6,160,24,TECH,,38,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6104,4999,5667,6128,2050,963,1540,"2868616,571","2896067,571",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-06-16,6,39952.79296875,DAY_OF_YEAR (actual),-1464.29453125,167.0,--,MIGRATION WITH CPE (actual),-1280.433984375,7354.0,--,ASA (actual),-1067.01796875,68.0,--,SKILL_OFFERED_SUM (6 week mean),1006.943359375,40040.66666666666,++,SKILL_OFFERED_SUM (5th lag),-920.037890625,39927.0,--,ADDON (actual),594.894921875,2376.0,++,SKILL_OFFERED_SUM (velocity),-542.791015625,-17581.666666666664,--,TECH SWAP (actual),-488.784375,2609.0,--,SKILL_OFFERED_SUM (naive latest value),-461.787109375,37845.0,--,Mei (6 week mean),-362.62064375,10.5,-,APPROVED,TECH_2025-06-16,6,2025,6,167,25,TECH,,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7280,7354,6784,8341,2609,1055,2376,"2864598,286","2900397,286",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-06-23,7,42011.9140625,ADDON (actual),2136.96171875,2623.0,+++,DAY_OF_YEAR (actual),-1423.828515625,174.0,--,ASA (actual),-1293.684765625,63.0,--,SKILL_OFFERED_SUM (velocity),-940.184375,-17581.666666666664,--,SKILL_OFFERED_SUM (5th lag),-876.253125,39927.0,--,SKILL_OFFERED_SUM (6 week mean),755.081640625,40040.66666666666,++,MIGRATION WITH CPE (actual),-664.242578125,10212.0,--,SKILL_OFFERED_SUM (acceleration),546.64375,-34615.0,++,TECH SWAP (actual),-393.535546875,2474.0,-,Mei (6 week mean),-362.62064375,10.5,-,APPROVED,TECH_2025-06-23,7,2025,6,174,26,TECH,,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7282,10212,6591,7670,2474,1106,2623,"2862827,429","2900785,429",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-06-30,8,46422.125,ADDON (actual),2537.238671875,2697.0,+++,SKILL_OFFERED_SUM (5th lag),-1381.530859375,39927.0,--,DAY_OF_YEAR (actual),-1238.39453125,181.0,--,ASA (actual),1130.371875,123.0,++,SKILL_OFFERED_SUM (6 week mean),723.244140625,40040.66666666666,++,MIGRATION WITH CPE (actual),-688.460546875,9075.0,--,CHURN (actual),518.1609375,9710.0,++,SKILL_OFFERED_SUM (velocity),-484.130859375,-17581.666666666664,--,TECH SWAP (actual),-476.4890625,2829.0,-,SKILL_OFFERED_SUM (acceleration),456.151953125,-34615.0,+,APPROVED,TECH_2025-06-30,8,2025,6,181,27,TECH,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8955,9075,6654,9710,2829,1157,2697,"2858352,714","2899429,714",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-07-07,9,44977.0390625,ASA (actual),1547.378125,173.0,++,DAY_OF_YEAR (actual),-1191.951953125,188.0,--,2e Paasdag (6 week fraction equal 3),-898.1291515625,0.1666666666666666,--,SKILL_OFFERED_SUM (6 week std),891.316796875,2906.970152352216,++,SKILL_OFFERED_SUM (6 week mean),880.891796875,40040.66666666666,++,TECH SWAP (actual),814.25703125,8510.0,++,ADDON (actual),710.949609375,2386.0,++,SKILL_OFFERED_SUM (velocity),-671.70390625,-17581.666666666664,--,SKILL_OFFERED_SUM (3rd lag),529.011328125,35481.0,++,CHURN (actual),-516.88515625,7779.0,--,APPROVED,TECH_2025-07-07,9,2025,7,188,28,TECH,,173,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,7084,3884,6603,7779,8510,1279,2386,"2858274,143","2895799,143",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-07-14,10,40756.33984375,Zomer (actual),-2799.6012945313,39.0,---,DAY_OF_YEAR (actual),-1332.996484375,195.0,--,2e Paasdag (6 week fraction equal 3),-1118.9060796875,0.1666666666666666,--,SKILL_OFFERED_SUM (6 week std),859.501171875,2906.970152352216,++,SKILL_OFFERED_SUM (6 week median),-731.69375,40873.0,--,SKILL_OFFERED_SUM (6 week mean),715.987109375,40040.66666666666,++,TECH SWAP (actual),683.29375,5212.0,++,ASA (actual),633.1015625,133.0,++,SKILL_OFFERED_SUM (3rd lag),615.030078125,35481.0,++,SKILL_OFFERED_SUM (5th lag),-576.87265625,39927.0,--,APPROVED,TECH_2025-07-14,10,2025,7,195,29,TECH,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,6536,3954,7992,7644,5212,1105,2171,"2856979,857","2891593,857",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-07-21,11,40736.13671875,Zomer (actual),-2619.1787800781,54.0,---,DAY_OF_YEAR (actual),-1308.66484375,202.0,--,ASA (actual),1176.458203125,118.0,++,MIGRATION WITH CPE (actual),1029.9265625,5802.0,++,SKILL_OFFERED_SUM (6 week mean),910.30390625,40040.66666666666,++,SKILL_OFFERED_SUM (3rd lag),708.400390625,35481.0,++,SKILL_OFFERED_SUM (6 week median),-685.595703125,40873.0,--,SKILL_OFFERED_SUM (6 week std),597.0234375,2906.970152352216,++,SKILL_OFFERED_SUM (5th lag),-574.2625,39927.0,--,SKILL_OFFERED_SUM (2nd lag),500.720703125,42082.0,+,APPROVED,TECH_2025-07-21,11,2025,7,202,30,TECH,,118,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,6576,5802,7438,7613,2418,1021,2106,"2854481,857","2887455,857",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-07-28,12,37039.0234375,Zomer (actual),-2619.1823371094,54.0,---,DAY_OF_YEAR (actual),-2070.838671875,209.0,--,MSTB (actual),-1660.65703125,958.0,--,SKILL_OFFERED_SUM (5th lag),-876.4921875,39927.0,--,SKILL_OFFERED_SUM (6 week mean),724.18359375,40040.66666666666,++,SKILL_OFFERED_SUM (3rd lag),656.637890625,35481.0,++,SKILL_OFFERED_SUM (6 week median),-564.061328125,40873.0,--,NEW CUSTOMER (actual),-495.78671875,8300.0,-,MIGRATION WITH CPE (actual),-486.433203125,8199.0,-,SKILL_OFFERED_SUM (2nd lag),444.787890625,42082.0,+,APPROVED,TECH_2025-07-28,12,2025,7,209,31,TECH,,93,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,8300,8199,7788,8629,2216,958,1916,"2851784,857","2889790,857",10
2025-05-05,planned,2025-05-05T00:00:00Z,2025-08-04,13,39611.4765625,Zomer (actual),-2283.3732308594,54.0,---,2e Paasdag (6 week fraction equal 3),-1118.9096191406,0.1666666666666666,--,SKILL_OFFERED_SUM (6 week std),994.92578125,2906.970152352216,++,SKILL_OFFERED_SUM (3rd lag),980.580859375,35481.0,++,DAY_OF_YEAR (actual),-861.99375,216.0,--,SKILL_OFFERED_SUM (6 week mean),801.90390625,40040.66666666666,++,WEEK_OF_YEAR (6 week mean),-791.708203125,16.5,--,SKILL_OFFERED_SUM (5th lag),-533.8,39927.0,--,NEW CUSTOMER (actual),521.8890625,6557.0,++,SKILL_OFFERED_SUM (6 week median),-459.291015625,40873.0,-,APPROVED,TECH_2025-08-04,13,2025,8,216,32,TECH,,87,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,6557,4011,7990,6939,2456,1100,2090,"2849308,143","2880451,143",10
2025-05-05,actual,2025-05-05T00:00:00Z,2025-05-12,1,38238.6640625,ASA (actual),-2001.365234375,29.0,---,ADDON (actual),-1716.664453125,1446.0,--,SKILL_OFFERED_SUM (6 week mean),994.455078125,40040.66666666666,++,DAY_OF_YEAR (actual),-842.93359375,132.0,--,SKILL_OFFERED_SUM (5th lag),-807.755078125,39927.0,--,TECH SWAP (actual),-730.951953125,3829.0,--,SKILL_OFFERED_SUM (3rd lag),-682.6828125,35481.0,--,SKILL_OFFERED_SUM (6 week median),-675.846875,40873.0,--,MIGRATION WITH CPE (actual),-626.062890625,6571.0,--,NEW CUSTOMER (actual),597.56328125,6821.0,++,APPROVED,TECH_2025-05-12,1,2025,5,132,20,TECH,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6821,6571,7609,6841,3829,1116,1446,"2876242,571","2910475,571",10
2025-05-05,actual,2025-05-05T00:00:00Z,2025-05-19,2,48215.296875,ASA (actual),2188.05703125,109.0,+++,MIGRATION WITH CPE (actual),1942.700390625,15197.0,+++,SKILL_OFFERED_SUM (6 week mean),956.358984375,40040.66666666666,++,TECH SWAP (actual),787.727734375,5877.0,++,SKILL_OFFERED_SUM (5th lag),-769.044921875,39927.0,--,WEEK_OF_YEAR (6 week mean),670.284375,16.5,++,NEW CUSTOMER (actual),578.4015625,6722.0,++,SKILL_OFFERED_SUM (naive latest value),-575.98046875,37845.0,--,DAY_OF_YEAR (actual),-544.761328125,139.0,--,CHURN (actual),-470.166796875,6843.0,-,APPROVED,TECH_2025-05-19,2,2025,5,139,21,TECH,,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722,15197,7733,6843,5877,1244,1506,2872660,2917782,10
